chr_name	start	end	val	color	gene
chr19	15838833	15839862	1	gray	OR10H2
chr19	15852202	15853153	1	gray	OR10H3
chr19	16059817	16060768	1	gray	OR10H4
chr12	54718914	54745629	1	gray	COPZ1
chr9	128199672	128469513	1	gray	MAPKAP1
chr19	15904858	15905806	1	gray	OR10H5
chr17	46103532	46115159	1	gray	COPZ2
chr10	77191381	78319926	1	gray	LRMDA
chr7	143548467	143599269	1	gray	TCAF1
chr3	52009079	52015212	1	gray	ABHD14A
chr7	143318066	143427503	1	gray	TCAF2
chr7	100218038	100239175	1	gray	TFR2
chr3	52002525	52008646	1	gray	ABHD14B
chr20	25593570	25604650	1	gray	NANP
chr16	3589035	3627404	1	gray	NLRC3
chr2	32449517	32490812	1	gray	NLRC4
chr16	57023468	57117432	1	gray	NLRC5
chr9	100819013	100845359	1	gray	NANS
chr19	49468565	49470136	1	gray	FTL
chr3	97868229	97869162	1	gray	OR5H14
chr19	18699607	18703147	1	gray	REX1BD
chr3	97887543	97888485	1	gray	OR5H15
chr16	53737874	54155853	1	gray	FTO
chr16	18816181	18937730	1	gray	SMG1
chr16	15131709	15149936	1	gray	NTAN1
chr11	63753324	63765892	1	gray	OTUB1
chr14	94492685	94515276	1	gray	OTUB2
chr10	1085091	1102644	1	gray	IDI1
chr1	156219014	156261289	1	gray	SMG5
chr22	37415782	37425855	1	gray	MPST
chr17	1963132	2207079	1	gray	SMG6
chr10	1064850	1071799	1	gray	IDI2
chr3	195776154	195808961	1	gray	TFRC
chr17	72744766	72765491	1	gray	SLC9A3R1
chr12	10977944	10978868	1	gray	TAS2R10
chr1	183441633	183523326	1	gray	SMG7
chr17	57287370	57292611	1	gray	SMG8
chr16	2076902	2089027	1	gray	SLC9A3R2
chr15	51500253	51630793	1	gray	CYP19A1
chr12	91444269	91451801	1	gray	KERA
chr19	44232134	44259114	1	gray	SMG9
chr11	108027941	108093365	1	gray	NPAT
chr21	42836231	42880085	1	gray	TMPRSS2
chr12	11060524	11062161	1	gray	TAS2R13
chr21	43791945	43816161	1	gray	TMPRSS3
chr12	11090852	11091806	1	gray	TAS2R14
chr11	117947726	117992605	1	gray	TMPRSS4
chr5	179041178	179061785	1	gray	HNRNPH1
chrX	149531583	149682448	1	gray	MAMLD1
chrX	100663120	100669128	1	gray	HNRNPH2
chr11	113558267	113577095	1	gray	TMPRSS5
chr7	122634757	122635754	1	gray	TAS2R16
chr22	37461475	37505753	1	gray	TMPRSS6
chr10	70091449	70102953	1	gray	HNRNPH3
chr3	111758464	111800116	1	gray	TMPRSS7
chr1	152956556	152958290	1	gray	SPRR1A
chr12	11174217	11175219	1	gray	TAS2R19
chr1	153003678	153005376	1	gray	SPRR1B
chr19	2385262	2426259	1	gray	TMPRSS9
chr1	53392900	53517370	1	gray	SCP2
chr2	86730552	86790566	1	gray	CHMP3
chr8	108261709	108510146	1	gray	ANGPT1
chr9	33264876	33282068	1	gray	CHMP5
chr8	6357153	6420766	1	gray	ANGPT2
chr5	93486555	93954309	1	gray	KIAA0825
chr1	12806147	12823847	1	gray	C1orf158
chr1	164528420	164855284	1	gray	PBX1
chr17	78965640	78973933	1	gray	CHMP6
chr6	3413529	32157979	1	gray	PBX2
chr2	99410308	99552688	1	gray	CRACDL
chr1	1017202	1051469	1	gray	C1orf159
chr20	850542	896977	1	gray	ANGPT4
chr10	88780050	88784487	1	gray	FAM25A
chr9	128509651	128729655	1	gray	PBX3
chr8	23101149	23119512	1	gray	CHMP7
chr19	19672521	19729496	1	gray	PBX4
chr10	47177203	49207825	1	gray	FAM25C
chr6	135238530	135271239	1	gray	ALDH8A1
chr10	46310875	51216406	1	gray	FAM25E
chr10	47177220	49207825	1	gray	FAM25G
chr7	536895	559481	1	gray	PDGFA
chr1	32826870	32827844	1	gray	FAM229A
chr22	39619363	39640987	1	gray	PDGFB
chr17	65373396	65693372	1	gray	PITPNC1
chr6	112408793	112423993	1	gray	FAM229B
chr18	9546791	9614557	1	gray	PPP4R1
chr4	157681605	157892951	1	gray	PDGFC
chr3	11034419	11080935	1	gray	SLC6A1
chrX	119005794	119010620	1	gray	NDUFA1
chr20	24986865	25038818	1	gray	ACSS1
chr16	55689975	55740104	1	gray	SLC6A2
chr11	103777918	104034875	1	gray	PDGFD
chr3	73045893	73118352	1	gray	PPP4R2
chr20	33462765	33515769	1	gray	ACSS2
chr5	140024869	140027370	1	gray	NDUFA2
chr5	1392910	1445555	1	gray	SLC6A3
chr19	54606162	54610875	1	gray	NDUFA3
chr17	28521336	28562715	1	gray	SLC6A4
chr17	954314	43913194	1	gray	LINC02210-CRHR1
chr14	94640648	94746072	1	gray	PPP4R4
chr12	81471857	81654989	1	gray	ACSS3
chr11	20621153	20680831	1	gray	SLC6A5
chr7	10971569	10979780	1	gray	NDUFA4
chr4	146019462	146050676	1	gray	ABCE1
chr3	169755782	169803180	1	gray	GPR160
chr7	123177051	123241705	1	gray	NDUFA5
chr5	6599351	6633157	1	gray	NSUN2
chr3	14444075	14530857	1	gray	SLC6A6
chr1	168048779	168106905	1	gray	GPR161
chr22	42481529	42486776	1	gray	NDUFA6
chr12	6930986	6936585	1	gray	GPR162
chr5	149569624	149590626	1	gray	SLC6A7
chr3	93781904	93850675	1	gray	NSUN3
chr3	37026533	37034622	1	gray	EPM2AIP1
chrX	152953380	152962048	1	gray	SLC6A8
chr19	8376167	8386259	1	gray	NDUFA7
chr1	46805848	46830824	1	gray	NSUN4
chr16	3070368	3072383	1	gray	TNFRSF12A
chr9	124894744	124922058	1	gray	NDUFA8
chr7	72716512	72722864	1	gray	NSUN5
chr1	44462154	44497134	1	gray	SLC6A9
chr19	1450119	1473243	1	gray	APC2
chr12	4758279	4803483	1	gray	NDUFA9
chr10	18834489	18948167	1	gray	NSUN6
chr4	40751971	40813201	1	gray	NSUN7
chr1	161007421	161008754	1	gray	TSTD1
chr9	100362361	100395650	1	gray	TSTD2
chr6	116892666	116918838	1	gray	RWDD1
chr6	99968924	99981059	1	gray	TSTD3
chr2	75273589	75426646	1	gray	TACR1
chr10	71163658	71176674	1	gray	TACR2
chr1	95699710	95712781	1	gray	RWDD3
chr15	75011882	75017869	1	gray	CYP1A1
chr11	116644515	116658739	1	gray	ZPR1
chr4	184560787	184580338	1	gray	RWDD4
chr4	104507189	104641142	1	gray	TACR3
chr15	75041185	75048948	1	gray	CYP1A2
chr1	24104907	24114722	1	gray	PITHD1
chr4	129730854	129796379	1	gray	JADE1
chr7	123092235	123174649	1	gray	IQUB
chr6	161123224	161175129	1	gray	PLG
chr5	133860005	133918917	1	gray	JADE2
chr1	228395744	228566575	1	gray	OBSCN
chrX	46771710	46920641	1	gray	JADE3
chr1	212797815	212800116	1	gray	FAM71A
chr17	6347774	6354789	1	gray	PIMREG
chr10	60936402	61007534	1	gray	PHYHIPL
chr5	156588856	156593275	1	gray	FAM71B
chrX	71798663	71934154	1	gray	PHKA1
chr12	100041530	100043892	1	gray	FAM71C
chrX	18910415	19002232	1	gray	PHKA2
chr20	33759874	33765165	1	gray	PROCR
chr14	67656156	67695274	1	gray	FAM71D
chr6	111620233	111804918	1	gray	REV3L
chr1	151138619	151142772	1	gray	SCNM1
chr14	21108854	21109850	1	gray	OR6S1
chr6	118869458	118882879	1	gray	PLN
chr3	57231865	57261643	1	gray	HESX1
chr1	32645275	32663886	1	gray	TXLNA
chr6	139561198	139613135	1	gray	TXLNB
chr16	1857630	1877195	1	gray	HAGH
chr2	190425315	190445512	1	gray	SLC40A1
chr19	43892762	43922767	1	gray	TEX101
chr1	170633271	170708562	1	gray	PRRX1
chrX	16804554	16862642	1	gray	TXLNG
chr9	132427925	132484951	1	gray	PRRX2
chr10	82095857	82116514	1	gray	DYDC1
chr10	82104500	82127829	1	gray	DYDC2
chr19	54694118	54698394	1	gray	TSEN34
chr1	203444933	203460479	1	gray	PRELP
chr2	74785009	74875465	1	gray	M1AP
chr12	50382944	50419340	1	gray	RACGAP1
chr6	134273307	134311568	1	gray	TBPL1
chr14	55880929	55907263	1	gray	TBPL2
chr2	74682213	74685071	1	gray	INO80B
chr18	33048296	33077924	1	gray	INO80C
chr8	86239836	86290342	1	gray	CA1
chr7	102004329	102021196	1	gray	LOC100289561
chr1	159557615	159558655	1	gray	APCS
chr8	86376130	86393722	1	gray	CA2
chr2	206858444	206950898	1	gray	INO80D
chr16	30007561	30017112	1	gray	INO80E
chr10	45869613	45941567	1	gray	ALOX5
chr8	86351087	86361267	1	gray	CA3
chr17	58227333	58236906	1	gray	CA4
chr16	31191430	31206192	1	gray	FUS
chr9	132575220	132586415	1	gray	TOR1A
chrX	119737955	119755014	1	gray	MCTS1
chrX	103031433	103047547	1	gray	PLP1
chr9	132565462	132573560	1	gray	TOR1B
chrX	49028244	49031583	1	gray	PLP2
chr1	9005926	9035148	1	gray	CA6
chr17	79935504	79975282	1	gray	ASPSCR1
chr16	66878316	66888049	1	gray	CA7
chr6	167335600	167370038	1	gray	RNASET2
chr3	186263855	186288332	1	gray	TBCCD1
chr12	11148560	11150903	1	gray	TAS2R20
chr8	61097970	61193959	1	gray	CA8
chr7	129658125	129691291	1	gray	ZC3HC1
chr1	186344889	186390507	1	gray	ODR4
chr16	75262078	75301905	1	gray	BCAR1
chr14	104378624	104387866	1	gray	ATP5MPL
chr9	35673924	35681154	1	gray	CA9
chr19	50310122	50316549	1	gray	FUZ
chr9	135457992	135465639	1	gray	BARHL1
chr1	94027297	94312775	1	gray	BCAR3
chr16	90071272	90086298	1	gray	DBNDD1
chr1	91177095	91182859	1	gray	BARHL2
chr20	44034632	44039250	1	gray	DBNDD2
chr13	45006278	45150701	1	gray	TSC22D1
chr9	33025200	33039906	1	gray	DNAJA1
chr16	46989273	47007585	1	gray	DNAJA2
chr12	10365475	10375724	1	gray	GABARAPL1
chr4	187112720	187134617	1	gray	CYP4V2
chr4	42894729	43032675	1	gray	GRXCR1
chr3	150126084	150184207	1	gray	TSC22D2
chr1	112016605	112021134	1	gray	C1orf162
chrX	106956451	107019218	1	gray	TSC22D3
chr16	75600276	75611779	1	gray	GABARAPL2
chr16	4475805	4506775	1	gray	DNAJA3
chr15	25200039	25223870	1	gray	SNURF
chr5	145239295	145252531	1	gray	GRXCR2
chr15	78556486	78574538	1	gray	DNAJA4
chr7	100064141	100076837	1	gray	TSC22D4
chr1	153028595	153029988	1	gray	SPRR2A
chr11	47586981	47595013	1	gray	PTPMT1
chr1	153042703	153044087	1	gray	SPRR2B
chr1	153012207	153013596	1	gray	SPRR2D
chr1	11822249	11849642	1	gray	C1orf167
chr15	32907676	32989299	1	gray	ARHGAP11A-SCG5
chr1	153065610	153067002	1	gray	SPRR2E
chr2	27440236	27466811	1	gray	CAD
chr16	66600341	66613038	1	gray	CMTM1
chr1	153084596	153091944	1	gray	SPRR2F
chr16	66613365	66622177	1	gray	CMTM2
chr8	144694787	144699719	1	gray	GFUS
chr1	153122057	153123366	1	gray	SPRR2G
chr16	66637898	66647795	1	gray	CMTM3
chr19	51874873	51875908	1	gray	NKG7
chr16	66648652	66730646	1	gray	CMTM4
chr14	23846254	23848981	1	gray	CMTM5
chr13	37248156	37271975	1	gray	SERTM1
chr3	32522803	32544344	1	gray	CMTM6
chr1	60280620	60341994	1	gray	HOOK1
chrX	110754872	110765627	1	gray	SERTM2
chr19	17359982	17375554	1	gray	USHBP1
chr19	12873816	12886366	1	gray	HOOK2
chr3	32433344	32497020	1	gray	CMTM7
chr8	42752120	42885675	1	gray	HOOK3
chr3	32280170	32411817	1	gray	CMTM8
chr1	43855569	43919918	1	gray	SZT2
chr16	28853731	28857669	1	gray	TUFM
chr16	17195625	17564817	1	gray	XYLT1
chr14	92582467	92588050	1	gray	NDUFB1
chr17	48423486	48438546	1	gray	XYLT2
chr7	140396507	140406443	1	gray	NDUFB2
chr2	201936723	201950473	1	gray	NDUFB3
chr6	1832124	30559299	1	gray	ABCF1
chr3	120315182	120321354	1	gray	NDUFB4
chr22	19957418	20004346	1	gray	ARVCF
chr7	150908569	150924291	1	gray	ABCF2
chr3	179322574	179345435	1	gray	NDUFB5
chr3	150915618	150921003	1	gray	GPR171
chr11	34460480	34493607	1	gray	CAT
chr9	32552998	32573182	1	gray	NDUFB6
chr8	11653081	11696818	1	gray	FDFT1
chr3	183903862	183911795	1	gray	ABCF3
chrX	53077970	53109796	1	gray	GPR173
chr19	14676889	14682878	1	gray	NDUFB7
chr3	127348027	127391645	1	gray	PODXL2
chrX	78400184	78430814	1	gray	GPR174
chr17	38119256	38134021	1	gray	GSDMA
chr10	102283485	102289680	1	gray	NDUFB8
chr17	38060847	38074903	1	gray	GSDMB
chr17	16842394	16875432	1	gray	TNFRSF13B
chr8	125551342	125562227	1	gray	NDUFB9
chrX	78200828	78219224	1	gray	P2RY10
chr22	42318035	42322810	1	gray	TNFRSF13C
chr15	92396937	92715665	1	gray	SLCO3A1
chr15	40091208	40212467	1	gray	GPR176
chr8	130760441	130798870	1	gray	GSDMC
chr19	10222368	10226048	1	gray	P2RY11
chr8	144635556	144645231	1	gray	GSDMD
chr7	24737973	24797558	1	gray	GSDME
chr3	151054630	151102541	1	gray	P2RY12
chr22	18900293	18924066	1	gray	PRODH
chr17	36480453	36499839	1	gray	GPR179
chr3	151044100	151047337	1	gray	P2RY13
chr2	129023053	129076442	1	gray	HS6ST1
chrX	131760042	132095398	1	gray	HS6ST2
chr17	78440633	78450407	1	gray	NPTX1
chr11	62676150	62688835	1	gray	CHRM1
chr4	17842821	18023498	1	gray	LCORL
chr3	150929904	150996330	1	gray	P2RY14
chr2	38294652	38303293	1	gray	CYP1B1
chr13	96742360	97491816	1	gray	HS6ST3
chr7	144149033	144533146	1	gray	TPK1
chr7	136553398	136704960	1	gray	CHRM2
chr7	98246596	98259181	1	gray	NPTX2
chr18	21111405	21166470	1	gray	NPC1
chr1	239549867	240078749	1	gray	CHRM3
chr21	46932478	46982939	1	gray	SLC19A1
chr14	74946637	74960215	1	gray	NPC2
chr11	46405340	46413326	1	gray	CHRM4
chr15	34260697	34359659	1	gray	CHRM5
chr1	169433148	169455208	1	gray	SLC19A2
chr19	47990893	48018320	1	gray	NAPA
chr2	228548478	228582744	1	gray	SLC19A3
chr1	26286257	26324554	1	gray	PAFAH2
chr20	23355155	23402156	1	gray	NAPB
chr11	56408964	56409915	1	gray	OR5AP2
chr1	206135556	206155151	1	gray	FAM72A
chr21	34696699	34732170	1	gray	IFNAR1
chr1	167599429	167677933	1	gray	RCSD1
chr1	6845383	7829766	1	gray	CAMTA1
chr1	120839004	120855681	1	gray	FAM72B
chr21	34602199	34637968	1	gray	IFNAR2
chr17	4871291	4890970	1	gray	CAMTA2
chr16	108057	122629	1	gray	RHBDF1
chr1	143896524	206155074	1	gray	FAM72C
chr17	74466974	74497509	1	gray	RHBDF2
chr15	74287013	74340163	1	gray	PML
chr1	143896447	143914384	1	gray	FAM72D
chr22	38203911	38213183	1	gray	GCAT
chr1	236712304	236767816	1	gray	HEATR1
chr18	10526023	10552760	1	gray	NAPG
chr11	123813573	123814545	1	gray	OR6T1
chr8	133073732	133117512	1	gray	HHLA1
chr1	159367254	159410757	1	gray	OR10J1
chr16	50099880	50141183	1	gray	HEATR3
chr3	108015336	108097131	1	gray	HHLA2
chr14	73945188	74025651	1	gray	HEATR4
chr2	234668915	234681946	1	gray	UGT1A1
chr1	159283459	159284449	1	gray	OR10J3
chr1	159401981	159403104	1	gray	OR10J4
chr17	58118368	58156282	1	gray	HEATR6
chr2	234637687	234681946	1	gray	UGT1A3
chr2	99758169	99768132	1	gray	C2orf15
chr1	159504867	159505797	1	gray	OR10J5
chr19	14198665	14201563	1	gray	SAMD1
chr6	2940303	31671101	1	gray	ABHD16A
chr2	234627381	234681946	1	gray	UGT1A4
chr2	27799388	27805589	1	gray	C2orf16
chr20	62492850	62494341	1	gray	ABHD16B
chr10	71897736	71906456	1	gray	TYSND1
chr2	234621637	234681945	1	gray	UGT1A5
chr17	34181958	34195895	1	gray	HEATR9
chr6	130465446	130687013	1	gray	SAMD3
chr2	234600315	234681946	1	gray	UGT1A6
chr2	234590583	234681945	1	gray	UGT1A7
chr6	147829825	147891157	1	gray	SAMD5
chr2	234526290	234681945	1	gray	UGT1A8
chr2	234580543	234681946	1	gray	UGT1A9
chr3	169629359	169656956	1	gray	SAMD7
chr10	76871413	76941881	1	gray	SAMD8
chr6	10887284	10974541	1	gray	SYCP2L
chr7	92728825	92747336	1	gray	SAMD9
chr15	75105175	75118095	1	gray	LMAN1L
chr12	15066960	15091471	1	gray	ERP27
chr12	112451151	112461253	1	gray	ERP29
chr6	2192100	30899947	1	gray	SFTA2
chr18	56995055	57026497	1	gray	LMAN1
chr14	24759803	24768986	1	gray	DHRS1
chr10	23728003	23731306	1	gray	OTUD1
chr9	130493802	130497573	1	gray	TOR2A
chr5	176758567	176778669	1	gray	LMAN2
chr14	24099323	24114848	1	gray	DHRS2
chr22	39214456	39240033	1	gray	NPTXR
chr16	29882479	29910871	1	gray	SEZ6L2
chr12	10658491	10675734	1	gray	EIF2S3B
chr1	12627938	12678216	1	gray	DHRS3
chr1	20208887	20239437	1	gray	OTUD3
chr20	49126857	49201777	1	gray	PTPN1
chr14	24422978	24438488	1	gray	DHRS4
chr4	146054801	146101741	1	gray	OTUD4
chrX	48779300	48815643	1	gray	OTUD5
chr18	12785476	12884334	1	gray	PTPN2
chr12	11285883	11286843	1	gray	TAS2R30
chr20	52560076	52687304	1	gray	BCAS1
chr12	11182985	11184006	1	gray	TAS2R31
chr9	112137973	112260587	1	gray	PTPN3
chr14	60610836	60636582	1	gray	DHRS7
chr2	120517497	120742474	1	gray	PTPN4
chr1	115110180	115124236	1	gray	BCAS2
chr17	58755211	59470192	1	gray	BCAS3
chr11	18749474	18814268	1	gray	PTPN5
chr20	49411430	49493714	1	gray	BCAS4
chr17	38444130	38460909	1	gray	CDC6
chr12	7055739	7070479	1	gray	PTPN6
chr2	169923586	169952677	1	gray	DHRS9
chr19	14625575	14640134	1	gray	DNAJB1
chr1	91966403	91991321	1	gray	CDC7
chr1	202116140	202130716	1	gray	PTPN7
chr14	52456263	52477412	1	gray	RTRAF
chr2	220144087	220151617	1	gray	DNAJB2
chr15	75755591	75871656	1	gray	PTPN9
chr2	234651395	234652644	1	gray	DNAJB3
chr7	141672430	141673573	1	gray	TAS2R38
chr6	73951036	74019882	1	gray	KHDC1
chr1	78444841	78483648	1	gray	DNAJB4
chr1	3805696	3816836	1	gray	C1orf174
chr9	34989741	34998897	1	gray	DNAJB5
chr7	142880511	142881528	1	gray	TAS2R39
chr7	157129697	157210133	1	gray	DNAJB6
chr22	41255553	41258117	1	gray	DNAJB7
chr4	146540536	146581185	1	gray	MMAA
chr1	155882835	155904204	1	gray	KHDC4
chr12	109991519	110011309	1	gray	MMAB
chr3	128181279	128186091	1	gray	DNAJB8
chr7	108210317	108215294	1	gray	DNAJB9
chr2	74685564	74688008	1	gray	WBP1
chr17	73841779	73852517	1	gray	WBP2
chr13	41635644	41658142	1	gray	WBP4
chr20	34824338	34844863	1	gray	AAR2
chr21	15963712	16015428	1	gray	LOC388813
chr11	47459314	47470688	1	gray	RAPSN
chr11	119077048	119178859	1	gray	CBL
chr4	140211070	140223705	1	gray	NDUFC1
chr11	77779342	77790908	1	gray	NDUFC2
chr6	153308496	153323950	1	gray	MTRF1L
chr16	81087101	81110872	1	gray	C16orf46
chr21	43619798	43717354	1	gray	ABCG1
chr13	95254110	95286915	1	gray	GPR180
chr21	44473300	44496971	1	gray	CBS
chr16	70488497	70514177	1	gray	FCSK
chr4	89011415	89152778	1	gray	ABCG2
chr3	150588162	150623226	1	gray	MINDY4B
chr12	57388275	57392231	1	gray	GPR182
chr13	99946793	99959653	1	gray	GPR183
chr11	119019761	119033374	1	gray	ABCG4
chr2	44039610	44065978	1	gray	ABCG5
chr1	17866192	18024370	1	gray	ARHGEF10L
chr2	44066109	44110127	1	gray	ABCG8
chr1	53971905	54204837	1	gray	GLIS1
chr16	4364761	4389598	1	gray	GLIS2
chr11	111896131	111935128	1	gray	DLAT
chrY	2087554	2419017	1	gray	DHRSX
chr20	23331427	23335408	1	gray	NXT1
chr9	3824126	4300068	1	gray	GLIS3
chrX	108779052	108787927	1	gray	NXT2
chr8	117950445	117956726	1	gray	AARD
chr2	27851514	27874378	1	gray	GPN1
chr7	5965776	6838396	1	gray	RSPH10B2
chr1	27202622	27216774	1	gray	GPN2
chr12	110890290	110906526	1	gray	GPN3
chr21	33640539	33651360	1	gray	MIS18A
chr1	233086356	233119628	1	gray	NTPCR
chr21	30244512	30257695	1	gray	N6AMT1
chr14	39644457	39652424	1	gray	PNN
chr11	66384052	66413944	1	gray	RBM14-RBM4
chr3	167401085	167452680	1	gray	PDCD10
chr1	158435351	158436293	1	gray	OR10K1
chr10	105156382	105206051	1	gray	PDCD11
chr1	158389717	158390656	1	gray	OR10K2
chr17	19912671	20222339	1	gray	SPECC1
chr14	20937564	20945248	1	gray	PNP
chr12	52301287	52317145	1	gray	ACVRL1
chr19	1876808	1885495	1	gray	ABHD17A
chr9	74477367	74526161	1	gray	ABHD17B
chr7	6536408	6591067	1	gray	GRID2IP
chr5	133307561	133340666	1	gray	VDAC1
chr3	49711783	49721404	1	gray	APEH
chr15	80987650	81047962	1	gray	ABHD17C
chr10	76969911	76991206	1	gray	VDAC2
chr9	35909486	35911683	1	gray	SPAAR
chr8	42249278	42263455	1	gray	VDAC3
chr2	233390869	233401375	1	gray	CHRND
chr1	161123767	161128646	1	gray	UFC1
chr17	4801065	4806393	1	gray	CHRNE
chr15	65385097	65407538	1	gray	UBAP1L
chr7	53103325	53104618	1	gray	POM121L12
chrY	23673223	24064214	1	gray	RBMY1A1
chr17	73512608	73520816	1	gray	TSEN54
chr2	233404401	233412825	1	gray	CHRNG
chr10	60272631	60591195	1	gray	BICC1
chr5	140235481	140391931	1	gray	PCDHA10
chr9	104122698	104147288	1	gray	BAAT
chr5	140247097	140391931	1	gray	PCDHA11
chr2	97371666	97405829	1	gray	LMAN2L
chr12	120881766	120884187	1	gray	TRIAP1
chr6	53659802	53788923	1	gray	LRRC1
chr5	140254892	140391931	1	gray	PCDHA12
chr6	116956780	116989973	1	gray	ZUP1
chr5	140261708	140391931	1	gray	PCDHA13
chr3	46556877	46607792	1	gray	LRRC2
chr21	45875392	45882079	1	gray	LRRC3
chr2	32086371	32236077	1	gray	MEMO1
chr8	124428964	124454480	1	gray	NTAQ1
chr7	127667123	127671490	1	gray	LRRC4
chr1	179051204	179065129	1	gray	TOR3A
chr8	133582663	133687791	1	gray	LRRC6
chr7	102120423	102158224	1	gray	RASA4B
chr16	2303116	2318127	1	gray	RNPS1
chr1	70033604	70610046	1	gray	LRRC7
chr7	117003275	117067547	1	gray	ASZ1
chr14	60386430	60531314	1	gray	LRRC9
chr7	142919129	142920172	1	gray	TAS2R40
chr12	24962957	25102035	1	gray	BCAT1
chr7	143174965	143175889	1	gray	TAS2R41
chr19	49298320	49314286	1	gray	BCAT2
chr12	11338598	11339543	1	gray	TAS2R42
chr12	11243885	11244912	1	gray	TAS2R43
chr10	22045476	22292659	1	gray	DNAJC1
chr1	47427035	47516426	1	gray	CYP4X1
chr15	101821714	101835453	1	gray	SNRPA1
chr12	11213963	11214893	1	gray	TAS2R46
chr7	102952735	102985320	1	gray	DNAJC2
chr17	3194928	3195876	1	gray	OR3A1
chr13	96329392	96447242	1	gray	DNAJC3
chr17	3181183	3182268	1	gray	OR3A2
chr11	63997752	64001753	1	gray	DNAJC4
chr20	62526478	62567363	1	gray	DNAJC5
chr17	3323861	3324827	1	gray	OR3A3
chr12	16500075	16530126	1	gray	MGST1
chr4	76649705	76735442	1	gray	USO1
chr3	44379610	44450940	1	gray	TCAIM
chr1	51567899	51613757	1	gray	C1orf185
chr11	65421066	65430443	1	gray	RELA
chr4	140586921	140661899	1	gray	MGST2
chr1	65730376	65881554	1	gray	DNAJC6
chr19	45504721	45541450	1	gray	RELB
chr17	40128438	40169457	1	gray	DNAJC7
chr7	127220681	127225650	1	gray	GCC1
chr1	165600470	165625372	1	gray	MGST3
chr1	36883506	36916086	1	gray	OSCP1
chr1	21066758	21113800	1	gray	HP1BP3
chr9	36190852	36212059	1	gray	CLTA
chr1	28526789	28559540	1	gray	DNAJC8
chr2	109065661	109125871	1	gray	GCC2
chr19	2163931	2232577	1	gray	DOT1L
chr10	75001713	75007013	1	gray	DNAJC9
chr5	175819452	175843540	1	gray	CLTB
chr1	154171561	154178809	1	gray	C1orf189
chr17	57697049	57774317	1	gray	CLTC
chr4	190862026	190884346	1	gray	FRG1
chrUn	29338	190948411	1	gray	FRG2
chr9	127624408	127640012	1	gray	ARPC5L
chr3	42299315	42307677	1	gray	CCK
chr1	179262848	179327814	1	gray	SOAT1
chr12	53497269	53518319	1	gray	SOAT2
chr1	15986207	15988525	1	gray	RSC1A1
chr20	23342818	23353698	1	gray	GZF1
chr13	114053924	114068708	1	gray	LOC101928841
chr16	29753785	29757311	1	gray	C16orf54
chr7	103112230	103630105	1	gray	RELN
chr10	14880304	14888998	1	gray	LOC100421372
chr11	66360655	66373490	1	gray	CCS
chr17	35294771	35301912	1	gray	LHX1
chr15	99191767	99507759	1	gray	IGF1R
chr7	141811517	141922124	1	gray	MGAM2
chr15	41601465	41624819	1	gray	OIP5
chr11	73087443	73108519	1	gray	RELT
chr9	126774046	126795580	1	gray	LHX2
chr9	139088095	139096974	1	gray	LHX3
chr8	29920518	29940724	1	gray	SARAF
chr12	112123856	112194903	1	gray	ACAD10
chr1	180199398	180248119	1	gray	LHX4
chr2	219138914	219157300	1	gray	TMBIM1
chr12	113899837	113909676	1	gray	LHX5
chr3	132276984	132378653	1	gray	ACAD11
chr9	124964855	124991236	1	gray	LHX6
chr12	66529625	66563852	1	gray	TMBIM4
chr19	14519609	14530153	1	gray	DDX39A
chr1	75594118	75627218	1	gray	LHX8
chr12	50135339	50158717	1	gray	TMBIM6
chr6	2783583	31509780	1	gray	DDX39B
chr5	32354455	32444846	1	gray	ZFR
chr1	197881634	197904608	1	gray	LHX9
chr15	63334945	63364113	1	gray	TPM1
chr9	35681989	35690053	1	gray	TPM2
chr7	2281856	2290780	1	gray	NUDT1
chr6	3030878	31763529	1	gray	VARS1
chr17	37219565	37307890	1	gray	PLXDC1
chr9	34329503	34343711	1	gray	NUDT2
chr6	2174969	30894235	1	gray	VARS2
chr5	148737608	148749216	1	gray	PCYOX1L
chr1	154127779	154164576	1	gray	TPM3
chr19	16178347	16213812	1	gray	TPM4
chr10	20105360	20578784	1	gray	PLXDC2
chr6	34247455	34360446	1	gray	NUDT3
chr12	93771700	93801922	1	gray	NUDT4
chr11	56431161	56432094	1	gray	OR5AR1
chrX	24167098	24234372	1	gray	ZFX
chr11	67806491	67818366	1	gray	TCIRG1
chr10	12207326	12238143	1	gray	NUDT5
chrY	2803421	2850547	1	gray	ZFY
chr17	37821601	37822807	1	gray	TCAP
chr16	30064410	30081741	1	gray	LOC112694756
chr4	123813731	123844123	1	gray	NUDT6
chr16	77756388	77776157	1	gray	NUDT7
chr11	67395408	67397408	1	gray	NUDT8
chr7	99014361	99036421	1	gray	PTCD1
chr17	80416073	80448413	1	gray	NARF
chr5	71616193	71664222	1	gray	PTCD2
chr4	88343724	88380607	1	gray	NUDT9
chr7	142749437	142750379	1	gray	OR6V1
chr2	86333357	86369280	1	gray	PTCD3
chr8	59496062	59572412	1	gray	NSMAF
chr7	121713603	121784303	1	gray	AASS
chr7	75544472	75616173	1	gray	POR
chr2	27346682	27353680	1	gray	ABHD1
chr22	19437433	19466716	1	gray	UFD1
chr15	89631686	89745586	1	gray	ABHD2
chr18	19230857	19284735	1	gray	ABHD3
chr1	154192647	154243986	1	gray	UBAP2L
chr14	23067146	23081265	1	gray	ABHD4
