chr_name	start	end	delta_methylation
chr1	194128011	194128478	-0.75
chr10	19601052	19601497	-0.75
chr10	23687044	23687497	-0.75
chr10	40132534	40133483	-0.75
chr10	44606021	44606985	-0.75
chr10	62120519	62120998	-0.75
chr10	76090544	76090967	-0.75
chr10	78193754	78194987	-0.75
chr10	87092510	87092991	-0.75
chr10	99571002	99571437	-0.75
chr10	117298526	117298980	-0.75
chr10	128568105	128568404	-0.75
chr2	10211512	10211964	-0.75
chr2	20638609	20638977	-0.75
chr2	23521005	23521481	-0.75
chr2	33996501	33996794	-0.75
chr2	41795539	41795925	-0.75
chr2	48839597	48839962	-0.75
chr2	75563534	75563965	-0.75
chr2	151651507	151651999	-0.75
chr2	161852005	161852377	-0.75
chr2	170604523	170604969	-0.75
chr2	171271516	171272488	-0.75
chr3	159503521	159504475	-0.75
chr3	160426039	160426483	-0.75
chr3	160556077	160556427	-0.75
chr3	164105513	164105870	-0.75
chr7	6909007	6909267	-0.75
chr7	18582003	18582967	-0.75
chr7	22987105	22987997	-0.75
chr1	1852026	1853000	-0.74
chr1	19945031	19945471	-0.74
chr1	114825507	114826500	-0.74
chr1	125391701	125392941	-0.74
chr1	126161593	126162919	-0.74
chr1	192969525	192970417	-0.74
chr1	204608003	204609494	-0.74
chr1	217384514	217385498	-0.74
chr10	25079001	25079497	-0.74
chr10	44031033	44031498	-0.74
chr10	70029021	70029497	-0.74
chr10	126286003	126286483	-0.74
chr10	139607017	139607848	-0.74
chr10	140116015	140116483	-0.74
chr2	12761114	12761446	-0.74
chr2	25582024	25582433	-0.74
chr2	28066515	28066968	-0.74
chr2	29275001	29275500	-0.74
chr2	45561009	45561409	-0.74
chr2	56945543	56945945	-0.74
chr2	63627506	63627984	-0.74
chr2	100038514	100038958	-0.74
chr2	149937543	149937972	-0.74
chr2	154107015	154107298	-0.74
chr4	235754020	235754457	-0.74
chr5	3402547	3402931	-0.74
chr5	178454501	178454998	-0.74
chr5	183954570	183954916	-0.74
chr5	191729609	191731471	-0.74
chr5	215657574	215658970	-0.74
chr6	164907510	164908000	-0.74
chr7	11056509	11056977	-0.74
chr7	18102015	18102495	-0.74
chr7	24064044	24064462	-0.74
chr8	83442576	83442998	-0.74
chr8	88438509	88439493	-0.74
chr8	148850036	148850486	-0.74
chr1	84229605	84229903	-0.73
chr1	129247007	129247497	-0.73
chr1	151625528	151625978	-0.73
chr1	160126507	160127419	-0.73
chr1	221554501	221554991	-0.73
chr10	15582077	15583469	-0.73
chr10	38286009	38286496	-0.73
chr10	54682070	54682967	-0.73
chr10	56629044	56629982	-0.73
chr10	82095042	82095494	-0.73
chr10	95932141	95932484	-0.73
chr10	100101038	100101982	-0.73
chr10	113458003	113458883	-0.73
chr10	132283021	132283988	-0.73
chr2	11643052	11643414	-0.73
chr2	20919001	20919484	-0.73
chr2	66536634	66536993	-0.73
chr2	74416021	74416498	-0.73
chr2	76694526	76695996	-0.73
chr2	108275011	108275485	-0.73
chr2	129946043	129946500	-0.73
chr2	146018016	146018496	-0.73
chr2	151607140	151607936	-0.73
chr2	169200725	169201500	-0.73
chr2	177691019	177691988	-0.73
chr2	181822503	181823492	-0.73
chr3	153852029	153852940	-0.73
chr3	161005581	161005948	-0.73
chr3	168085669	168086407	-0.73
chr4	231260024	231260490	-0.73
chr4	233130026	233130442	-0.73
chr5	218237589	218237972	-0.73
chr7	7369502	7369988	-0.73
chr7	13888522	13888995	-0.73
chr7	17564007	17564967	-0.73
chr7	18230566	18230966	-0.73
chr7	18508036	18508434	-0.73
chr7	22313515	22314491	-0.73
chr8	78101538	78101891	-0.73
chr8	83647013	83647499	-0.73
chr8	168619769	168619971	-0.73
chr1	86355005	86355454	-0.72
chr1	96041050	96041471	-0.72
chr1	96485522	96485964	-0.72
chr1	165377556	165378498	-0.72
chr1	168390060	168390490	-0.72
chr1	221253009	221253999	-0.72
chr10	77501501	77501973	-0.72
chr10	118812505	118812964	-0.72
chr2	16303501	16303985	-0.72
chr2	43290039	43290211	-0.72
chr2	43871501	43871981	-0.72
chr2	63951502	63952485	-0.72
chr2	78364578	78364995	-0.72
chr2	107155031	107155499	-0.72
chr2	115354023	115354479	-0.72
chr2	116644507	116644959	-0.72
chr2	124454035	124454952	-0.72
chr2	143853524	143854482	-0.72
chr2	147536552	147536962	-0.72
chr2	162980131	162980943	-0.72
chr2	175016655	175016986	-0.72
chr3	228958045	228958487	-0.72
chr4	31975069	31975497	-0.72
chr4	177542646	177542965	-0.72
chr4	232993522	232993902	-0.72
chr4	238098004	238098439	-0.72
chr5	2839503	2839988	-0.72
chr6	163795066	163795500	-0.72
chr7	15034517	15034953	-0.72
chr7	24813578	24813935	-0.72
chr8	87442018	87442411	-0.72
chr8	88817013	88817492	-0.72
chr1	38585509	38585974	-0.71
chr1	102940522	102941915	-0.71
chr1	110110077	110111995	-0.71
chr1	125484620	125485483	-0.71
chr1	126116507	126116996	-0.71
chr1	166128048	166128417	-0.71
chr1	199018511	199018977	-0.71
chr10	30428059	30428965	-0.71
chr10	107284016	107284430	-0.71
chr10	118813519	118813881	-0.71
chr10	140684573	140684979	-0.71
chr2	9790036	9790966	-0.71
chr2	11164510	11165439	-0.71
chr2	19254501	19254935	-0.71
chr2	29043025	29043925	-0.71
chr2	33325501	33325998	-0.71
chr2	41695201	41695473	-0.71
chr2	83531536	83531944	-0.71
chr2	141971046	141971359	-0.71
chr2	148275003	148275406	-0.71
chr2	156607008	156608493	-0.71
chr2	167646043	167646459	-0.71
chr2	169622058	169622498	-0.71
chr3	159601004	159601445	-0.71
chr3	161216015	161216481	-0.71
chr4	231198032	231198992	-0.71
chr5	1368505	1368822	-0.71
chr5	183332506	183333431	-0.71
chr5	216922013	216922489	-0.71
chr7	24330509	24330995	-0.71
chr8	8731501	8731909	-0.71
chr8	88480018	88480456	-0.71
chr1	74638017	74638444	-0.7
chr1	95209057	95209434	-0.7
chr1	138659507	138659927	-0.7
chr1	141861502	141862495	-0.7
chr1	163304527	163304998	-0.7
chr1	165079554	165079923	-0.7
chr1	219636526	219636989	-0.7
chr10	14650509	14650993	-0.7
chr10	15581024	15581492	-0.7
chr10	24121107	24121905	-0.7
chr10	81352035	81352453	-0.7
chr10	85594507	85594939	-0.7
chr10	112661508	112662422	-0.7
chr10	132465525	132465992	-0.7
chr10	133429505	133429986	-0.7
chr10	135488515	135488903	-0.7
chr2	16315040	16315481	-0.7
chr2	18570161	18570482	-0.7
chr2	26036084	26036373	-0.7
chr2	30297573	30298924	-0.7
chr2	30765557	30765869	-0.7
chr2	39580515	39580750	-0.7
chr2	57917606	57917973	-0.7
chr2	62224020	62224492	-0.7
chr2	105352023	105352212	-0.7
chr2	117906004	117906423	-0.7
chr2	131298534	131298924	-0.7
chr2	162059047	162059446	-0.7
chr3	150621517	150622500	-0.7
chr3	153856065	153856997	-0.7
chr4	1310076	1310353	-0.7
chr5	183211531	183211945	-0.7
chr5	187783005	187783919	-0.7
chr5	194083001	194083500	-0.7
chr6	159865038	159865487	-0.7
chr8	84044017	84044435	-0.7
chr1	125808008	125808499	-0.69
chr1	167085506	167085986	-0.69
chr1	192287511	192287973	-0.69
chr1	210131009	210131973	-0.69
chr1	212719063	212719464	-0.69
chr10	13984503	13984903	-0.69
chr10	80086514	80086998	-0.69
chr10	84569539	84570496	-0.69
chr10	95449501	95449948	-0.69
chr10	114695506	114695907	-0.69
chr10	121362001	121362410	-0.69
chr10	121570501	121570990	-0.69
chr10	136754613	136755499	-0.69
chr2	16067554	16068967	-0.69
chr2	24772095	24772487	-0.69
chr2	25971531	25971994	-0.69
chr2	26845008	26845450	-0.69
chr2	37080531	37080989	-0.69
chr2	52541508	52541982	-0.69
chr2	141040583	141040931	-0.69
chr2	168728001	168728471	-0.69
chr2	169840534	169840982	-0.69
chr2	171331560	171331934	-0.69
chr2	172223011	172223433	-0.69
chr2	181816044	181816456	-0.69
chr3	155496530	155496969	-0.69
chr3	156982513	156983000	-0.69
chr3	162854510	162855411	-0.69
chr5	189796011	189796500	-0.69
chr5	195639017	195639483	-0.69
chr5	202968573	202968971	-0.69
chr5	213937516	213937960	-0.69
chr6	163896001	163896490	-0.69
chr7	6874501	6874999	-0.69
chr7	7473019	7473465	-0.69
chr7	21231523	21231991	-0.69
chr8	20363062	20363490	-0.69
chr1	143511001	143511440	-0.68
chr1	190289517	190290453	-0.68
chr1	199857053	199857436	-0.68
chr1	205452090	205452986	-0.68
chr1	205857002	205857481	-0.68
chr1	206649509	206649928	-0.68
chr10	15877016	15878469	-0.68
chr10	40095568	40095978	-0.68
chr10	45724537	45724994	-0.68
chr10	78968504	78969892	-0.68
chr10	90659011	90659479	-0.68
chr10	110950509	110950983	-0.68
chr10	119107536	119107996	-0.68
chr10	120992065	120992495	-0.68
chr10	121343022	121343491	-0.68
chr2	11550513	11550993	-0.68
chr2	26147026	26147480	-0.68
chr2	33775009	33775996	-0.68
chr2	34450011	34450474	-0.68
chr2	57805512	57805863	-0.68
chr2	70113013	70113475	-0.68
chr2	75674646	75674969	-0.68
chr2	85355505	85355924	-0.68
chr2	110308585	110308989	-0.68
chr2	134138517	134138995	-0.68
chr2	143410547	143411372	-0.68
chr2	146308538	146309495	-0.68
chr5	180385001	180385497	-0.68
chr5	190467006	190468371	-0.68
chr5	204752004	204752467	-0.68
chr6	116910506	116910969	-0.68
chr7	8480511	8480994	-0.68
chr7	13259531	13260499	-0.68
chr7	22209017	22209445	-0.68
chr7	25494008	25494494	-0.68
chr8	83733008	83733947	-0.68
chr1	71412037	71412380	-0.67
chr1	164776574	164776937	-0.67
chr1	190050023	190050957	-0.67
chr1	209627571	209627995	-0.67
chr10	24491501	24491974	-0.67
chr10	34447022	34447451	-0.67
chr10	61676072	61676498	-0.67
chr10	84952018	84952464	-0.67
chr10	119969542	119969972	-0.67
chr2	45289008	45289447	-0.67
chr2	57675008	57675824	-0.67
chr2	94908516	94908986	-0.67
chr2	105807018	105807487	-0.67
chr2	114562616	114562977	-0.67
chr2	120562030	120562993	-0.67
chr2	141637517	141637892	-0.67
chr2	146144002	146144443	-0.67
chr2	147938008	147938961	-0.67
chr3	152137050	152137495	-0.67
chr3	158324077	158324970	-0.67
chr3	234670556	234670954	-0.67
chr4	200568055	200568362	-0.67
chr4	233621014	233621324	-0.67
chr4	242115120	242115467	-0.67
chr5	179025540	179026000	-0.67
chr5	190994070	190994458	-0.67
chr5	196012560	196012993	-0.67
chr5	213853515	213853983	-0.67
chr7	8036007	8036381	-0.67
chr7	17796002	17796467	-0.67
chr7	18124001	18124498	-0.67
chr7	22918547	22918863	-0.67
chr7	181279118	181279461	-0.67
chr1	21887501	21887998	-0.66
chr1	74159017	74159950	-0.66
chr1	112751015	112751426	-0.66
chr1	112818580	112818904	-0.66
chr1	122903032	122903490	-0.66
chr1	146076025	146076483	-0.66
chr1	158271025	158271993	-0.66
chr1	189083528	189083990	-0.66
chr1	198620553	198620983	-0.66
chr1	206280002	206280491	-0.66
chr1	221296005	221296449	-0.66
chr10	28416619	28416996	-0.66
chr10	69436594	69436979	-0.66
chr10	86468076	86468997	-0.66
chr10	97015009	97015475	-0.66
chr10	106109502	106109981	-0.66
chr10	126320536	126320970	-0.66
chr10	134313514	134314997	-0.66
chr2	12759585	12759982	-0.66
chr2	13079609	13079994	-0.66
chr2	13290538	13291495	-0.66
chr2	61229503	61229944	-0.66
chr2	78483031	78483472	-0.66
chr2	81772740	81772927	-0.66
chr2	145562506	145563000	-0.66
chr2	169710021	169710427	-0.66
chr2	172783038	172783500	-0.66
chr2	241585504	241585993	-0.66
chr2	244109505	244109989	-0.66
chr2	244293530	244294482	-0.66
chr3	158422008	158422303	-0.66
chr3	160479019	160479430	-0.66
chr3	167415503	167416470	-0.66
chr5	182114513	182114829	-0.66
chr5	185439503	185440000	-0.66
chr5	194087504	194087820	-0.66
chr5	201697049	201697460	-0.66
chr5	210910018	210910482	-0.66
chr6	166210012	166210467	-0.66
chr7	18339501	18339713	-0.66
chr7	20762010	20762433	-0.66
chr1	72104521	72104958	-0.65
chr1	94483156	94483452	-0.65
chr1	152408533	152408967	-0.65
chr10	24533009	24533453	-0.65
chr10	28391019	28391280	-0.65
chr10	101912571	101912953	-0.65
chr10	119040501	119041000	-0.65
chr10	121361005	121361354	-0.65
chr10	136190035	136190470	-0.65
chr2	10947004	10947498	-0.65
chr2	45424548	45424965	-0.65
chr2	47959013	47959449	-0.65
chr2	85518001	85518495	-0.65
chr2	139515502	139515976	-0.65
chr2	142235546	142235913	-0.65
chr2	171956505	171956995	-0.65
chr2	186346014	186346495	-0.65
chr2	243172060	243172497	-0.65
chr3	155494563	155494999	-0.65
chr3	159136506	159136940	-0.65
chr4	231102634	231103446	-0.65
chr5	182809582	182809993	-0.65
chr5	191725518	191726995	-0.65
chr5	218603555	218603905	-0.65
chr6	128055702	128055965	-0.65
chr6	160171511	160172000	-0.65
chr7	27989011	27989965	-0.65
chr8	77922524	77923492	-0.65
chr8	92870033	92870473	-0.65
chr9	136357511	136357990	-0.65
chr1	89013501	89014000	-0.64
chr1	123056587	123057000	-0.64
chr1	162313025	162313441	-0.64
chr1	203181002	203181491	-0.64
chr10	32147007	32148481	-0.64
chr10	52263567	52263995	-0.64
chr10	79472009	79472500	-0.64
chr10	89889523	89890992	-0.64
chr10	90413004	90413431	-0.64
chr10	98561118	98561463	-0.64
chr10	101405502	101405996	-0.64
chr10	135065504	135065990	-0.64
chr2	13958147	13958484	-0.64
chr2	23488001	23488500	-0.64
chr2	45208055	45208463	-0.64
chr2	56805034	56805492	-0.64
chr2	59853006	59853496	-0.64
chr2	107989027	107989448	-0.64
chr2	133521002	133521497	-0.64
chr2	153456512	153457000	-0.64
chr2	180555508	180556000	-0.64
chr4	184810547	184810997	-0.64
chr5	12003	12913	-0.64
chr5	180057015	180057490	-0.64
chr5	182750061	182750498	-0.64
chr6	165839630	165840488	-0.64
chr7	7107031	7107482	-0.64
chr7	10794501	10794997	-0.64
chr7	178129028	178129488	-0.64
chr7	181269002	181269491	-0.64
chr8	133483505	133483999	-0.64
chr1	71983060	71983494	-0.63
chr1	86131011	86131482	-0.63
chr1	95998027	95998494	-0.63
chr1	149112001	149112975	-0.63
chr1	150034512	150035485	-0.63
chr1	150293073	150293482	-0.63
chr1	162835546	162835872	-0.63
chr1	166349508	166350485	-0.63
chr1	167317602	167317964	-0.63
chr1	197847066	197847389	-0.63
chr1	198887517	198887991	-0.63
chr1	209148501	209148948	-0.63
chr1	259182599	259182940	-0.63
chr10	32566123	32566485	-0.63
chr10	73135063	73135489	-0.63
chr10	99920070	99920390	-0.63
chr10	122827040	122827473	-0.63
chr10	124410517	124410987	-0.63
chr10	127705012	127705441	-0.63
chr10	131912629	131912969	-0.63
chr2	24416009	24416451	-0.63
chr2	38756502	38756964	-0.63
chr2	49654574	49655000	-0.63
chr2	52841006	52841492	-0.63
chr2	53015527	53015992	-0.63
chr2	65161036	65161495	-0.63
chr2	101179015	101179500	-0.63
chr2	105851565	105852000	-0.63
chr2	119284001	119284471	-0.63
chr2	243890112	243890499	-0.63
chr3	152614524	152614998	-0.63
chr5	180575507	180576000	-0.63
chr5	197812083	197812453	-0.63
chr5	198606562	198606800	-0.63
chr5	198863594	198863899	-0.63
chr5	215565007	215565421	-0.63
chr5	216124009	216124480	-0.63
chr6	164168554	164168958	-0.63
chr7	20115501	20115964	-0.63
chr7	21367505	21369497	-0.63
chr7	177410593	177410967	-0.63
chr7	180313539	180313945	-0.63
chr8	83603530	83604500	-0.63
chr1	68249058	68249413	-0.62
chr1	86007002	86007453	-0.62
chr1	95813613	95814495	-0.62
chr1	129040504	129041000	-0.62
chr1	190228005	190228495	-0.62
chr1	192988001	192988500	-0.62
chr1	195400585	195400938	-0.62
chr1	198455526	198455945	-0.62
chr1	206093009	206093966	-0.62
chr1	237433501	237433998	-0.62
chr10	48259530	48259945	-0.62
chr10	80771025	80771489	-0.62
chr2	17745008	17745463	-0.62
chr2	20405013	20405476	-0.62
chr2	24297018	24297738	-0.62
chr2	61366516	61366995	-0.62
chr2	69681016	69681473	-0.62
chr2	112697030	112697469	-0.62
chr2	122545551	122545631	-0.62
chr2	134439008	134439492	-0.62
chr2	162954041	162954499	-0.62
chr2	177659504	177659977	-0.62
chr6	98288651	98288916	-0.62
chr6	161161546	161162000	-0.62
chr6	163536053	163536463	-0.62
chr6	163543504	163543966	-0.62
chr7	179744071	179744497	-0.62
chr8	16733656	16733972	-0.62
chr8	77940006	77940495	-0.62
chr1	2232507	2233000	-0.61
chr1	86743548	86743962	-0.61
chr1	109941510	109942000	-0.61
chr1	124003528	124003996	-0.61
chr1	146010508	146010991	-0.61
chr1	159717092	159717409	-0.61
chr10	15096541	15096973	-0.61
chr10	49066045	49066998	-0.61
chr10	76840043	76840395	-0.61
chr10	80135014	80135490	-0.61
chr10	121006501	121006988	-0.61
chr10	124382512	124383464	-0.61
chr10	131792023	131792500	-0.61
chr10	135013001	135013318	-0.61
chr2	16958012	16958455	-0.61
chr2	22114002	22114460	-0.61
chr2	36298530	36298991	-0.61
chr2	50715514	50715926	-0.61
chr2	60649501	60649991	-0.61
chr2	79795501	79795894	-0.61
chr2	111528020	111528349	-0.61
chr2	117280572	117280993	-0.61
chr2	119629005	119629491	-0.61
chr2	162193621	162193955	-0.61
chr2	169660001	169660991	-0.61
chr3	58314068	58314485	-0.61
chr3	149850024	149850479	-0.61
chr3	153654025	153654487	-0.61
chr3	162170001	162170494	-0.61
chr4	129032024	129032499	-0.61
chr4	233334085	233334441	-0.61
chr5	1864506	1864978	-0.61
chr5	2005070	2006000	-0.61
chr5	54368091	54368476	-0.61
chr5	185288503	185288837	-0.61
chr5	196431072	196431358	-0.61
chr6	147424539	147424842	-0.61
chr7	22361570	22361968	-0.61
chr7	24213001	24213469	-0.61
chr7	177898522	177899477	-0.61
chr8	88821501	88821774	-0.61
chr9	107146219	107146499	-0.61
chr9	119283025	119283489	-0.61
chr1	83226038	83226472	-0.6
chr1	103069507	103069990	-0.6
chr1	104761189	104761470	-0.6
chr1	192965052	192965947	-0.6
chr1	206660006	206660412	-0.6
chr1	221840006	221840500	-0.6
chr10	62087679	62087950	-0.6
chr10	69422009	69422461	-0.6
chr10	77077522	77077987	-0.6
chr10	98144001	98144459	-0.6
chr10	133614017	133614496	-0.6
chr2	11654010	11654483	-0.6
chr2	47869132	47869471	-0.6
chr2	51546117	51546462	-0.6
chr2	80379506	80380000	-0.6
chr2	145963013	145963438	-0.6
chr2	159580159	159580458	-0.6
chr2	168258588	168258947	-0.6
chr2	178203117	178203290	-0.6
chr3	161125006	161125484	-0.6
chr4	23402528	23403000	-0.6
chr4	231197005	231197500	-0.6
chr4	233920137	233920471	-0.6
chr5	2832038	2832482	-0.6
chr5	172789538	172789791	-0.6
chr5	217343001	217343214	-0.6
chr6	162556530	162556954	-0.6
chr6	165567501	165567970	-0.6
chr6	170417141	170417477	-0.6
chr7	27265742	27265939	-0.6
chr7	112574081	112574474	-0.6
chr7	175113059	175113480	-0.6
chr7	181722021	181722475	-0.6
chr9	136922532	136922984	-0.6
chr1	18391517	18391980	-0.59
chr1	67697003	67697769	-0.59
chr1	68585064	68585473	-0.59
chr1	69596020	69596423	-0.59
chr1	74785510	74785819	-0.59
chr1	87320044	87320450	-0.59
chr1	97707512	97707995	-0.59
chr1	120025046	120025393	-0.59
chr1	168371090	168371408	-0.59
chr1	190267006	190267490	-0.59
chr1	209851305	209851497	-0.59
chr1	213894549	213894967	-0.59
chr1	220468086	220468475	-0.59
chr10	13699022	13699328	-0.59
chr10	15084515	15084977	-0.59
chr10	26722028	26722467	-0.59
chr10	80761515	80761981	-0.59
chr10	95956001	95956474	-0.59
chr10	103827537	103827973	-0.59
chr10	108318524	108318982	-0.59
chr10	110974009	110974500	-0.59
chr10	134839029	134839466	-0.59
chr10	137068506	137068984	-0.59
chr2	28352129	28352498	-0.59
chr2	118074005	118074485	-0.59
chr2	181888505	181888960	-0.59
chr5	2553007	2553316	-0.59
chr5	180932501	180932958	-0.59
chr5	215509001	215509370	-0.59
chr6	150257501	150257912	-0.59
chr6	160260516	160260989	-0.59
chr7	6817598	6817989	-0.59
chr7	6873522	6873997	-0.59
chr7	18087021	18087494	-0.59
chr7	20225653	20225994	-0.59
chr7	21346022	21346490	-0.59
chr7	166720037	166720500	-0.59
chr7	177956004	177956462	-0.59
chr7	180371062	180371464	-0.59
chr7	181492554	181492979	-0.59
chr8	77716004	77716492	-0.59
chr8	154896685	154896999	-0.59
chr8	175898007	175898466	-0.59
chr9	9421006	9421471	-0.59
chr1	84534569	84534979	-0.58
chr1	104117083	104117462	-0.58
chr1	107713518	107713984	-0.58
chr1	207590694	207591497	-0.58
chr1	208987508	208987964	-0.58
chr1	218080501	218080929	-0.58
chr1	303658565	303658972	-0.58
chr10	12532030	12532484	-0.58
chr10	70058016	70058495	-0.58
chr10	85720506	85720998	-0.58
chr10	108392001	108392468	-0.58
chr10	113400076	113400496	-0.58
chr10	121181009	121181497	-0.58
chr2	57469503	57470497	-0.58
chr2	61532610	61532915	-0.58
chr2	105687057	105687496	-0.58
chr2	135496682	135496995	-0.58
chr2	147934002	147934452	-0.58
chr2	162886201	162886482	-0.58
chr2	166397001	166397499	-0.58
chr2	171276531	171276993	-0.58
chr2	174552001	174552498	-0.58
chr3	124670503	124670966	-0.58
chr3	157679561	157679979	-0.58
chr3	159784002	159784488	-0.58
chr4	139738092	139738978	-0.58
chr4	188342010	188342483	-0.58
chr5	3585721	3585996	-0.58
chr5	152299067	152299458	-0.58
chr5	184655242	184655494	-0.58
chr5	191159510	191159887	-0.58
chr5	212269519	212269988	-0.58
chr5	223706070	223706455	-0.58
chr7	8251090	8251493	-0.58
chr7	10451519	10451998	-0.58
chr7	18346513	18346996	-0.58
chr7	181498507	181498880	-0.58
chr8	79181013	79181482	-0.58
chr8	161050501	161050987	-0.58
chr8	174065501	174065914	-0.58
chr9	102447547	102448000	-0.58
chr9	127904529	127904943	-0.58
chr1	197393524	197393998	-0.57
chr10	22949029	22949484	-0.57
chr10	39488762	39489000	-0.57
chr10	69420020	69420429	-0.57
chr10	73731545	73731928	-0.57
chr10	79587554	79587951	-0.57
chr10	82096156	82096496	-0.57
chr10	84556014	84556406	-0.57
chr10	112399543	112399963	-0.57
chr10	134918598	134918956	-0.57
chr10	138140761	138140959	-0.57
chr2	5060504	5061489	-0.57
chr2	41770014	41770423	-0.57
chr2	103720015	103720481	-0.57
chr2	140970046	140970496	-0.57
chr2	144428503	144428946	-0.57
chr2	145771003	145771461	-0.57
chr2	146830518	146831000	-0.57
chr3	5164036	5164480	-0.57
chr5	182637013	182637978	-0.57
chr5	187599504	187599996	-0.57
chr5	194201160	194201493	-0.57
chr5	197225006	197225500	-0.57
chr5	204938004	204938488	-0.57
chr7	26661514	26662000	-0.57
chr7	110937532	110937996	-0.57
chr7	159600036	159600414	-0.57
chr7	171486537	171486941	-0.57
chr7	180358524	180358961	-0.57
chr8	61604018	61604433	-0.57
chr8	84442126	84442493	-0.57
chr1	51129523	51129972	-0.56
chr1	68227540	68227983	-0.56
chr1	70060109	70060449	-0.56
chr1	86340506	86340965	-0.56
chr1	91036526	91036968	-0.56
chr1	96481508	96481997	-0.56
chr1	200709506	200710442	-0.56
chr10	11910081	11910380	-0.56
chr10	32279001	32279483	-0.56
chr10	37620568	37620972	-0.56
chr10	54232164	54232462	-0.56
chr10	57095031	57095496	-0.56
chr10	64821024	64821472	-0.56
chr10	94068508	94068986	-0.56
chr10	109518031	109518486	-0.56
chr10	112576017	112576407	-0.56
chr10	115001568	115001992	-0.56
chr10	121167510	121167994	-0.56
chr10	127961544	127961898	-0.56
chr2	10669115	10669426	-0.56
chr2	30276508	30276986	-0.56
chr2	35067515	35067798	-0.56
chr2	59004518	59004973	-0.56
chr2	70451629	70451976	-0.56
chr2	84358505	84358998	-0.56
chr2	85368510	85368981	-0.56
chr2	88252037	88252423	-0.56
chr2	91482686	91482988	-0.56
chr2	117603529	117603916	-0.56
chr2	159481556	159481994	-0.56
chr2	167649521	167649998	-0.56
chr2	171221017	171221485	-0.56
chr2	173270006	173270498	-0.56
chr2	175510173	175510496	-0.56
chr2	188715536	188715829	-0.56
chr2	243517518	243517974	-0.56
chr3	10340001	10340489	-0.56
chr3	173569040	173569396	-0.56
chr3	187338531	187339000	-0.56
chr3	221813525	221813987	-0.56
chr4	1293004	1293498	-0.56
chr5	3602524	3602990	-0.56
chr5	187860527	187860915	-0.56
chr5	209455524	209455970	-0.56
chr6	50108049	50108477	-0.56
chr6	160919566	160919992	-0.56
chr7	7986003	7986465	-0.56
chr7	8970015	8970467	-0.56
chr7	9879064	9879467	-0.56
chr7	10798542	10799000	-0.56
chr7	166436004	166436498	-0.56
chr7	171886507	171887427	-0.56
chr8	103455515	103455944	-0.56
chr8	125965517	125965935	-0.56
chr9	42056504	42056993	-0.56
chr9	144433018	144433489	-0.56
chr1	20007510	20008000	-0.55
chr1	70302034	70302499	-0.55
chr1	86351516	86351978	-0.55
chr1	94472548	94472998	-0.55
chr1	144623004	144623494	-0.55
chr1	263249512	263249996	-0.55
chr10	12241515	12241987	-0.55
chr10	15044005	15044486	-0.55
chr10	17139005	17139489	-0.55
chr10	48082024	48082463	-0.55
chr10	59641001	59641495	-0.55
chr10	96882073	96882470	-0.55
chr10	111871023	111871423	-0.55
chr10	112243054	112243428	-0.55
chr10	120050519	120050995	-0.55
chr10	134092015	134092317	-0.55
chr10	139272538	139272887	-0.55
chr2	20727016	20727409	-0.55
chr2	41990148	41990431	-0.55
chr2	44366506	44366954	-0.55
chr2	46608052	46608486	-0.55
chr2	54354024	54354492	-0.55
chr2	59009029	59009443	-0.55
chr2	65550071	65551000	-0.55
chr2	105748512	105748989	-0.55
chr2	128665121	128665472	-0.55
chr2	146005565	146005989	-0.55
chr2	146203539	146203999	-0.55
chr2	151885008	151885490	-0.55
chr2	168504534	168504839	-0.55
chr2	198160051	198160448	-0.55
chr2	241540516	241540967	-0.55
chr4	77695003	77695495	-0.55
chr4	122175131	122175490	-0.55
chr5	2673004	2673483	-0.55
chr5	15273133	15273910	-0.55
chr5	102002633	102002994	-0.55
chr5	195178512	195178881	-0.55
chr7	6812501	6812999	-0.55
chr7	7868508	7868997	-0.55
chr7	29122004	29122282	-0.55
chr7	124908584	124908978	-0.55
chr7	181608004	181608473	-0.55
chr8	95480011	95480500	-0.55
chr8	113168073	113168486	-0.55
chr8	124834010	124834472	-0.55
chr1	72033014	72033460	-0.54
chr1	168199524	168200000	-0.54
chr1	221945037	221945494	-0.54
chr10	25212531	25212914	-0.54
chr10	40251034	40251469	-0.54
chr10	65637019	65637496	-0.54
chr10	70278005	70278493	-0.54
chr10	76165033	76165416	-0.54
chr10	122807522	122807982	-0.54
chr10	126323503	126323992	-0.54
chr2	10578503	10579000	-0.54
chr2	11808003	11808499	-0.54
chr2	13602510	13602959	-0.54
chr2	23081001	23081438	-0.54
chr2	52119011	52119407	-0.54
chr2	61626515	61626998	-0.54
chr2	63049037	63049490	-0.54
chr2	71583516	71583992	-0.54
chr2	153498540	153498998	-0.54
chr2	154949081	154949404	-0.54
chr2	157733521	157733829	-0.54
chr2	160972528	160972984	-0.54
chr2	171179027	171179486	-0.54
chr2	182174638	182174997	-0.54
chr3	152437510	152437781	-0.54
chr4	3571029	3571494	-0.54
chr4	177547551	177547923	-0.54
chr4	179538004	179538491	-0.54
chr4	184634107	184634490	-0.54
chr4	210781001	210781493	-0.54
chr5	984643	984968	-0.54
chr5	22196007	22196495	-0.54
chr5	180938527	180938994	-0.54
chr5	194088609	194088988	-0.54
chr5	204477017	204477499	-0.54
chr6	170021514	170021993	-0.54
chr7	7532548	7532978	-0.54
chr7	22845044	22845460	-0.54
